# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00022	NC_007795.1	27515	28798	+	1284	1984	8924	11995	10822	10203	12706
SAOUHSC_00023	NC_007795.1	28799	29587	+	789	2075	7241	8103	7773	6811	9421
SAOUHSC_00024	NC_007795.1	29977	30777	+	801	363	1561	1033	1431	1279	2402
SAOUHSC_00025	NC_007795.1	31005	33323	+	2319	657	1205	1377	1132	1002	1630
SAOUHSC_00026	NC_007795.1	33555	34034	-	480	16	342	49	229	61	374
SAOUHSC_00027	NC_007795.1	33691	34170	+	480	676	864	2106	1126	1241	1256
SAOUHSC_00028	NC_007795.1	34375	34509	-	135	3	3	0	3	2	2
SAOUHSC_00029	NC_007795.1	34473	34565	+	93	13	16	104	7	53	5
SAOUHSC_00030	NC_007795.1	34712	36457	+	1746	293	964	3893	941	2318	1275
SAOUHSC_00031	NC_007795.1	36551	37003	-	453	300	29608	2008	17943	1783	28331
SAOUHSC_00032	NC_007795.1	37019	37120	-	102	18	123	35	27	18	49
SAOUHSC_00033	NC_007795.1	37218	37973	-	756	137	15980	1039	9304	1358	13992
SAOUHSC_00034	NC_007795.1	37973	38233	-	261	15	3215	292	2713	306	3594
SAOUHSC_00035	NC_007795.1	38370	39437	+	1068	36	25342	382	16313	941	24534
SAOUHSC_00036	NC_007795.1	39468	40802	+	1335	272	48238	1097	32538	2022	46560
SAOUHSC_00037	NC_007795.1	40821	42014	+	1194	3300	42485	8125	29395	8505	45048
SAOUHSC_00038	NC_007795.1	42281	42382	-	102	13	123	131	171	174	223
SAOUHSC_00039	NC_007795.1	42681	43613	-	933	1981	1818	4098	2449	3148	2810
SAOUHSC_00040	NC_007795.1	43976	44179	+	204	6	16	39	15	20	18
SAOUHSC_00041	NC_007795.1	44228	44524	+	297	57	492	560	509	406	639
SAOUHSC_00042	NC_007795.1	44596	45816	-	1221	42	247	497	213	384	340
SAOUHSC_00043	NC_007795.1	45809	46360	-	552	24	95	130	91	97	168
SAOUHSC_00044	NC_007795.1	46473	47333	+	861	58	1512	906	1287	728	1847
SAOUHSC_00045	NC_007795.1	47689	48222	-	534	61	112	437	61	233	90
SAOUHSC_00046	NC_007795.1	48313	49056	+	744	27	336	679	303	457	390
SAOUHSC_00047	NC_007795.1	49490	50092	+	603	42	383	882	321	438	554
SAOUHSC_00049	NC_007795.1	50359	53511	+	3153	328	1881	3192	1661	2350	2475
SAOUHSC_00050	NC_007795.1	53568	54050	+	483	111	1187	1290	896	925	1458
SAOUHSC_00051	NC_007795.1	54255	55241	+	987	194	193	660	170	452	361
SAOUHSC_00052	NC_007795.1	55462	56232	+	771	17	119	143	89	85	170
SAOUHSC_00053	NC_007795.1	56284	57054	+	771	28	217	362	165	189	234
SAOUHSC_00054	NC_007795.1	57118	57888	+	771	43	296	409	283	250	370
SAOUHSC_00055	NC_007795.1	57955	58722	+	768	38	409	446	348	310	535
SAOUHSC_00056	NC_007795.1	58855	61053	+	2199	463	1841	5003	2167	3355	2726
SAOUHSC_00057	NC_007795.1	61204	62382	+	1179	279	366	910	493	754	537
SAOUHSC_00058	NC_007795.1	62384	63772	+	1389	399	597	1875	660	1182	928
SAOUHSC_00060	NC_007795.1	64265	65926	-	1662	756	1812	1761	1372	2094	1738
SAOUHSC_00061	NC_007795.1	66252	68027	-	1776	715	1187	2395	1219	1655	1795
SAOUHSC_00062	NC_007795.1	68201	69073	-	873	3	47	20	26	18	77
SAOUHSC_00064	NC_007795.1	69186	70583	+	1398	26	98	237	84	214	134
SAOUHSC_00065	NC_007795.1	70773	71246	+	474	305	255	1991	280	1663	345
SAOUHSC_00067	NC_007795.1	71508	73100	+	1593	2158	3722	7499	3786	6023	5241
SAOUHSC_00069	NC_007795.1	73429	74979	-	1551	876	1482	5049	2247	8908	2126
SAOUHSC_00070	NC_007795.1	75400	76152	-	753	50	304	1052	260	951	358
SAOUHSC_00071	NC_007795.1	76521	77435	-	915	1661	2427	13442	4377	11081	4146
SAOUHSC_00072	NC_007795.1	77516	78511	-	996	130	307	382	384	253	546
SAOUHSC_00074	NC_007795.1	78527	79519	-	993	48	444	847	474	673	770
SAOUHSC_00075	NC_007795.1	79885	80730	+	846	17	124	51	162	67	282
SAOUHSC_00076	NC_007795.1	80727	81737	+	1011	77	191	151	236	165	405
SAOUHSC_00077	NC_007795.1	81758	83512	+	1755	92	418	413	484	394	888
SAOUHSC_00078	NC_007795.1	83505	84761	+	1257	130	288	215	299	232	594
SAOUHSC_00079	NC_007795.1	84751	86487	+	1737	79	394	383	529	371	881
SAOUHSC_00080	NC_007795.1	86396	88246	+	1851	183	655	603	726	568	1246
SAOUHSC_00081	NC_007795.1	88221	88997	+	777	167	357	397	370	303	631
SAOUHSC_00082	NC_007795.1	88997	90199	+	1203	167	617	760	640	505	1147
SAOUHSC_00083	NC_007795.1	90203	90967	+	765	201	768	806	711	540	1285
SAOUHSC_00084	NC_007795.1	91163	91570	+	408	16	49	238	55	198	71
SAOUHSC_00085	NC_007795.1	91620	92246	+	627	56	91	405	90	387	112
SAOUHSC_00086	NC_007795.1	92458	93234	+	777	10200	2268	17959	4848	9272	5109
SAOUHSC_00087	NC_007795.1	93378	93500	+	123	0	6	4	4	2	3
SAOUHSC_00088	NC_007795.1	93570	94550	+	981	3	63	32	46	45	80
SAOUHSC_00089	NC_007795.1	94513	95205	+	693	11	41	22	38	35	48
SAOUHSC_00090	NC_007795.1	95415	96581	+	1167	7	72	37	70	22	114
SAOUHSC_00091	NC_007795.1	96562	97800	+	1239	4	73	63	53	46	102
SAOUHSC_00092	NC_007795.1	97790	99220	+	1431	137	826	1700	763	1067	1105
SAOUHSC_00093	NC_007795.1	99488	100087	+	600	338	2815	1222	2423	1207	4021
SAOUHSC_00094	NC_007795.1	100455	101054	+	600	15874	47311	58469	59836	38049	70604
SAOUHSC_00096	NC_007795.1	101370	102125	-	756	249	1410	1332	1345	1238	1887
SAOUHSC_00097	NC_007795.1	102361	103068	+	708	343	3689	2822	6163	1282	6003
SAOUHSC_00099	NC_007795.1	103075	104427	+	1353	350	7916	5405	12198	3290	11009
SAOUHSC_00100	NC_007795.1	104508	105170	+	663	3743	11176	8527	15003	6086	14882
SAOUHSC_00101	NC_007795.1	105198	106376	+	1179	6257	12669	16499	21704	12674	19063
SAOUHSC_00102	NC_007795.1	106507	107322	-	816	24	166	78	168	127	309
SAOUHSC_00103	NC_007795.1	107319	108119	-	801	4	111	67	90	60	174
SAOUHSC_00104	NC_007795.1	108121	108894	-	774	8	128	68	112	56	194
SAOUHSC_00105	NC_007795.1	109108	110064	-	957	5	145	73	138	84	261
SAOUHSC_00106	NC_007795.1	110293	111837	+	1545	294	777	911	821	726	1114
SAOUHSC_00107	NC_007795.1	111888	113423	+	1536	465	1453	2234	1669	1605	2038
SAOUHSC_00108	NC_007795.1	113507	113710	+	204	0	11	17	11	3	18
SAOUHSC_00109	NC_007795.1	114083	114568	+	486	3	36	53	29	55	74
SAOUHSC_00111	NC_007795.1	114927	115214	+	288	40	15	31	11	52	17
SAOUHSC_00112	NC_007795.1	115796	116088	+	293	55	236	620	215	380	311
SAOUHSC_00113	NC_007795.1	116538	119147	+	2610	5716	1337	21340	1449	8545	2249
SAOUHSC_00114	NC_007795.1	119492	120160	+	669	1016	981	11168	1520	6038	1355
SAOUHSC_00115	NC_007795.1	120176	120862	+	687	2244	1135	12794	1951	6859	1665
SAOUHSC_00116	NC_007795.1	120865	121629	+	765	2335	1424	15392	2455	6829	2038
SAOUHSC_00117	NC_007795.1	121649	123472	+	1824	8754	2627	23232	5140	11000	4229
SAOUHSC_00118	NC_007795.1	123462	124490	+	1029	4271	1586	13631	2745	5491	2318
SAOUHSC_00119	NC_007795.1	124503	125612	+	1110	2411	1610	14188	2908	5263	2522
SAOUHSC_00120	NC_007795.1	125616	126740	+	1125	5599	1699	14316	3030	5758	2545
SAOUHSC_00121	NC_007795.1	126743	127369	+	627	1686	745	6785	1164	2598	1135
SAOUHSC_00122	NC_007795.1	127374	128483	+	1110	1358	1075	10765	1758	4082	1743
SAOUHSC_00123	NC_007795.1	128497	129663	+	1167	2213	738	7589	1125	2859	1160
SAOUHSC_00124	NC_007795.1	129656	130861	+	1206	725	613	5598	695	2139	776
SAOUHSC_00125	NC_007795.1	130862	132067	+	1206	4645	1640	14840	2658	4473	2580
SAOUHSC_00126	NC_007795.1	132078	132635	+	558	3287	824	8208	1239	2084	1212
SAOUHSC_00127	NC_007795.1	132635	133522	+	888	1819	1587	10856	2404	3978	2450
SAOUHSC_00128	NC_007795.1	133576	134838	+	1263	5614	2210	17593	3582	5303	3675
SAOUHSC_00129	NC_007795.1	134915	136060	+	1146	5463	2755	15398	3886	5561	4214
SAOUHSC_00130	NC_007795.1	136125	136451	-	327	56	736	880	919	592	1112
SAOUHSC_00131	NC_007795.1	136458	136841	-	384	38	533	733	640	487	778
SAOUHSC_00132	NC_007795.1	137268	138755	+	1488	3087	4551	33312	13560	22145	12563
SAOUHSC_00133	NC_007795.1	139401	140360	+	960	174	384	1571	562	1363	655
SAOUHSC_00134	NC_007795.1	140422	140625	-	204	10	16	63	32	110	36
SAOUHSC_00135	NC_007795.1	140804	141316	+	513	114	945	334	839	263	1477
SAOUHSC_00136	NC_007795.1	141658	142398	+	741	10	219	40	195	31	377
SAOUHSC_00137	NC_007795.1	142412	143386	+	975	58	345	117	333	83	582
SAOUHSC_00138	NC_007795.1	143383	144144	+	762	17	258	97	267	69	466
SAOUHSC_00139	NC_007795.1	144157	145188	+	1032	289	835	1822	786	1020	1328
SAOUHSC_00141	NC_007795.1	145405	145764	+	360	286	20381	5386	19807	5646	31924
SAOUHSC_00142	NC_007795.1	145937	146962	+	1026	84	1167	242	1659	268	1816
SAOUHSC_00143	NC_007795.1	147348	148598	+	1251	315	6820	2337	5965	1911	11488
SAOUHSC_00144	NC_007795.1	149045	156220	+	7176	14057	76072	68042	76704	59616	132729
SAOUHSC_00145	NC_007795.1	156233	156877	+	645	1044	11695	7404	12183	7410	20674
SAOUHSC_00146	NC_007795.1	157205	157684	-	480	1954	3230	3446	2149	3672	3851
SAOUHSC_00147	NC_007795.1	157954	158718	-	765	55	2696	475	1607	398	3014
SAOUHSC_00148	NC_007795.1	158734	159975	-	1242	147	3021	595	1800	421	3216
SAOUHSC_00149	NC_007795.1	159987	161018	-	1032	37	732	216	463	151	861
SAOUHSC_00150	NC_007795.1	161057	162241	-	1185	41	966	287	615	151	1023
SAOUHSC_00151	NC_007795.1	162494	163849	-	1356	346	1601	7486	1525	6666	2096
SAOUHSC_00152	NC_007795.1	164125	164622	-	498	325	832	842	1323	864	1613
SAOUHSC_00153	NC_007795.1	164749	166389	-	1641	423	1262	2953	2458	1412	2746
SAOUHSC_00154	NC_007795.1	166583	166684	+	102	0	25	5	24	14	42
SAOUHSC_00155	NC_007795.1	166663	168660	-	1998	3477	3545	13079	3486	13055	5497
SAOUHSC_00156	NC_007795.1	169309	170349	+	1041	1775	2082	16955	3879	6879	3153
SAOUHSC_00157	NC_007795.1	170349	171245	+	897	2482	1393	8000	2708	2464	1925
SAOUHSC_00158	NC_007795.1	171257	172711	+	1455	2959	2305	9261	4485	3391	3422
SAOUHSC_00160	NC_007795.1	172714	173589	+	876	384	1700	3735	3051	1772	2618
SAOUHSC_00161	NC_007795.1	173783	174064	-	282	9	48	146	39	83	93
SAOUHSC_00162	NC_007795.1	174277	177066	+	2790	658	1766	5674	2389	4384	2829
SAOUHSC_00163	NC_007795.1	177271	178113	+	843	249	742	4801	1019	3091	1196
SAOUHSC_00164	NC_007795.1	178115	179038	+	924	289	671	3138	1090	2659	1162
SAOUHSC_00166	NC_007795.1	179025	180137	+	1113	484	1106	5034	1543	2847	1700
SAOUHSC_00167	NC_007795.1	180402	181994	-	1593	198	2791	762	2467	634	3910
SAOUHSC_00168	NC_007795.1	181951	183429	+	1479	15	98	67	122	66	176
SAOUHSC_00169	NC_007795.1	183435	184598	+	1164	27	128	108	119	90	209
SAOUHSC_00170	NC_007795.1	184615	186390	+	1776	92	431	484	372	291	787
SAOUHSC_00171	NC_007795.1	186428	188434	+	2007	269	668	1007	672	722	1204
SAOUHSC_00172	NC_007795.1	188732	189505	-	774	24	2215	397	2109	419	2616
SAOUHSC_00173	NC_007795.1	189695	190321	-	627	86	35273	1469	24790	1098	40986
SAOUHSC_00174	NC_007795.1	190530	191108	+	579	488	1790	2406	3353	1736	2945
SAOUHSC_00175	NC_007795.1	191491	192588	+	1098	76	179	364	250	238	296
SAOUHSC_00176	NC_007795.1	192601	193872	+	1272	60	543	256	729	140	773
SAOUHSC_00177	NC_007795.1	193875	195143	+	1269	82	694	337	955	166	938
SAOUHSC_00178	NC_007795.1	195145	195984	+	840	31	553	243	785	189	749
SAOUHSC_00179	NC_007795.1	196058	197134	+	1077	220	1053	532	1541	324	1432
SAOUHSC_00180	NC_007795.1	197159	198199	+	1041	169	1041	472	1501	343	1454
SAOUHSC_00181	NC_007795.1	198254	199222	+	969	119	1329	560	1965	526	1925
SAOUHSC_00182	NC_007795.1	199583	200155	-	573	43	460	973	429	869	662
SAOUHSC_00183	NC_007795.1	200310	201689	+	1380	590	3628	1402	4657	2281	3291
SAOUHSC_00184	NC_007795.1	202048	202806	-	759	94	386	585	280	516	501
SAOUHSC_00185	NC_007795.1	202799	204355	-	1557	142	479	1335	454	821	723
SAOUHSC_00186	NC_007795.1	204352	205320	-	969	108	218	751	203	644	330
SAOUHSC_00187	NC_007795.1	205908	208157	+	2250	49035	6908	174512	9726	115715	12046
SAOUHSC_00188	NC_007795.1	208180	208935	+	756	19778	2100	51622	3274	30950	4063
SAOUHSC_00189	NC_007795.1	208925	209233	+	309	60	44	465	49	199	74
SAOUHSC_00190	NC_007795.1	209271	211034	+	1764	199	870	2058	806	1507	1257
SAOUHSC_00191	NC_007795.1	211198	211542	-	345	95	2170	4506	3275	4802	4045
SAOUHSC_00192	NC_007795.1	211732	213642	+	1911	287	4995	2843	8976	5790	5647
SAOUHSC_00193	NC_007795.1	213824	213931	-	108	0	21	17	41	21	33
SAOUHSC_00195	NC_007795.1	214246	215430	-	1185	486	1962	1804	5449	788	2890
SAOUHSC_00196	NC_007795.1	215460	217721	-	2262	568	2429	5367	8218	1635	3666
SAOUHSC_00197	NC_007795.1	217907	219118	-	1212	859	1105	5225	5106	1764	1655
SAOUHSC_00198	NC_007795.1	219230	220735	-	1506	1248	1751	14134	7944	7273	3034
SAOUHSC_00199	NC_007795.1	220761	222338	-	1578	4508	2059	38260	9114	23650	3879
SAOUHSC_00200	NC_007795.1	222779	223921	+	1143	167	646	1254	551	885	980
SAOUHSC_00201	NC_007795.1	224235	225647	-	1413	140	1866	1481	1250	1259	2497
SAOUHSC_00202	NC_007795.1	225908	226264	-	357	72	29	388	45	231	98
SAOUHSC_00203	NC_007795.1	226421	226594	-	174	101	72	735	70	458	144
SAOUHSC_00204	NC_007795.1	226620	227765	-	1146	996	869	10653	1087	5707	1718
SAOUHSC_00205	NC_007795.1	227920	228027	+	108	3	41	42	34	28	55
SAOUHSC_00206	NC_007795.1	228482	229291	+	810	57632	10662	251189	13817	132153	14457
SAOUHSC_00208	NC_007795.1	229502	229645	+	144	10	55	95	49	115	54
SAOUHSC_00209	NC_007795.1	229611	231140	-	1530	563	997	940	1400	1499	1872
SAOUHSC_00211	NC_007795.1	231502	232437	+	936	278	195	540	193	423	291
SAOUHSC_00212	NC_007795.1	232547	232645	+	99	0	0	0	2	0	3
SAOUHSC_00213	NC_007795.1	232776	234872	+	2097	20	163	134	180	130	262
SAOUHSC_00214	NC_007795.1	234857	235324	+	468	3	47	21	46	22	87
SAOUHSC_00215	NC_007795.1	235347	235625	+	279	2	49	23	45	21	59
SAOUHSC_00216	NC_007795.1	235852	237111	+	1260	24	234	160	244	164	390
SAOUHSC_00217	NC_007795.1	237129	238184	+	1056	73	307	263	316	243	529
SAOUHSC_00218	NC_007795.1	238186	238332	+	147	6	17	12	19	15	30
SAOUHSC_00219	NC_007795.1	238356	239399	+	1044	176	534	466	549	438	988
SAOUHSC_00220	NC_007795.1	239969	240643	+	675	1234	492	3808	888	2487	893
SAOUHSC_00221	NC_007795.1	240636	241661	+	1026	530	843	4410	1273	3471	1419
SAOUHSC_00222	NC_007795.1	241836	243377	+	1542	1165	1829	6920	2158	4930	2780
SAOUHSC_00223	NC_007795.1	243805	244974	+	1170	347	1139	2619	1690	1671	2045
SAOUHSC_00225	NC_007795.1	245250	245966	+	717	522	1914	3295	2320	3056	2876
SAOUHSC_00226	NC_007795.1	245959	246984	+	1026	1300	4744	9204	5009	6404	6514
SAOUHSC_00227	NC_007795.1	247006	248694	+	1689	2365	11805	20237	11327	12779	14977
SAOUHSC_00228	NC_007795.1	248727	250451	+	1725	6671	27059	32444	26001	21423	33027
SAOUHSC_00229	NC_007795.1	250591	251265	+	675	503	479	3796	487	1600	707
SAOUHSC_00230	NC_007795.1	251527	253266	+	1740	1082	662	7398	840	5240	990
SAOUHSC_00231	NC_007795.1	253269	254009	+	741	70	117	975	130	553	210
SAOUHSC_00232	NC_007795.1	254122	254565	+	444	177	119	2319	192	339	127
SAOUHSC_00233	NC_007795.1	254558	255259	+	702	1691	530	4924	975	1055	855
SAOUHSC_00234	NC_007795.1	255367	256071	-	705	64	913	992	1042	789	1348
SAOUHSC_00235	NC_007795.1	256220	257011	+	792	17	354	243	367	122	633
SAOUHSC_00236	NC_007795.1	257027	258463	+	1437	102	650	322	735	209	1028
SAOUHSC_00237	NC_007795.1	258896	259657	-	762	18	86	181	117	134	169
SAOUHSC_00238	NC_007795.1	259676	259810	+	135	2	28	14	15	12	38
SAOUHSC_00239	NC_007795.1	259908	260822	-	915	942	1236	3586	2222	1817	2470
SAOUHSC_00240	NC_007795.1	260850	261254	-	405	129	542	1676	912	708	976
SAOUHSC_00241	NC_007795.1	261269	262150	-	882	846	998	1741	1778	1413	1986
SAOUHSC_00242	NC_007795.1	262382	263380	-	999	554	589	2152	811	1757	889
SAOUHSC_00243	NC_007795.1	263531	263710	+	180	0	152	43	70	65	214
SAOUHSC_00244	NC_007795.1	263760	264152	+	393	16	867	409	555	310	945
SAOUHSC_00246	NC_007795.1	264825	266201	-	1377	137	1385	1255	2206	1542	2557
SAOUHSC_00247	NC_007795.1	266435	267427	+	993	122	520	745	600	480	801
SAOUHSC_00248	NC_007795.1	267753	268703	+	951	745	1228	1644	1530	1141	1714
SAOUHSC_00249	NC_007795.1	268755	269414	-	660	24	315	312	293	271	473
SAOUHSC_00250	NC_007795.1	269428	270348	-	921	14	275	288	223	223	373
SAOUHSC_00251	NC_007795.1	270345	271511	-	1167	7	99	122	85	123	139
SAOUHSC_00253	NC_007795.1	271579	273102	-	1524	32	1497	663	1071	645	1876
SAOUHSC_00254	NC_007795.1	273373	274026	+	654	3	71	57	60	79	86
SAOUHSC_00255	NC_007795.1	274060	274647	+	588	22	332	196	238	178	457
SAOUHSC_00256	NC_007795.1	274790	275683	-	894	412	1292	1199	1256	976	1747
SAOUHSC_00257	NC_007795.1	275931	276224	+	294	1722	2589	2988	3751	2298	4044
SAOUHSC_00258	NC_007795.1	276308	279337	+	3030	83	2585	1064	2721	1000	3564
SAOUHSC_00259	NC_007795.1	279337	279795	+	459	7	504	113	370	132	640
SAOUHSC_00260	NC_007795.1	279728	280009	+	282	0	11	7	12	6	12
SAOUHSC_00261	NC_007795.1	280022	281356	+	1335	5	135	124	115	101	213
SAOUHSC_00262	NC_007795.1	281378	285817	+	4440	116	922	727	834	716	1386
SAOUHSC_00264	NC_007795.1	285847	286239	+	393	11	71	79	57	68	104
SAOUHSC_00265	NC_007795.1	286255	286569	+	315	55	66	68	82	88	127
SAOUHSC_00266	NC_007795.1	286569	287243	+	675	16	133	131	110	104	206
SAOUHSC_00267	NC_007795.1	287243	287560	+	318	21	60	70	65	60	89
SAOUHSC_00268	NC_007795.1	287570	289414	+	1845	1447	1501	4224	1656	2874	2168
SAOUHSC_00269	NC_007795.1	289425	289916	+	492	504	994	5191	934	3379	1383
SAOUHSC_00270	NC_007795.1	290124	290807	+	684	50	133	452	109	295	174
SAOUHSC_00271	NC_007795.1	290954	291565	+	612	28	53	352	67	208	126
SAOUHSC_00272	NC_007795.1	291701	291919	+	219	21	875	272	607	471	1332
SAOUHSC_00274	NC_007795.1	292051	292551	+	501	19	59	118	57	87	106
SAOUHSC_00275	NC_007795.1	292562	293062	+	501	30	117	299	115	173	146
SAOUHSC_00276	NC_007795.1	293073	293573	+	501	18	91	333	109	146	131
SAOUHSC_00277	NC_007795.1	293584	294084	+	501	40	78	293	99	139	114
SAOUHSC_00278	NC_007795.1	294095	294583	+	489	24	76	194	59	128	148
SAOUHSC_00279	NC_007795.1	295206	295580	+	375	52	1620	772	1265	604	1929
SAOUHSC_00280	NC_007795.1	295733	296131	+	399	199	2076	1027	1568	882	2645
SAOUHSC_00281	NC_007795.1	296347	297171	-	825	924	505	5205	508	2540	661
SAOUHSC_00282	NC_007795.1	297408	298685	-	1278	1709	4083	13465	6243	12449	9514
SAOUHSC_00284	NC_007795.1	299299	300189	+	891	41	353	420	303	340	550
SAOUHSC_00285	NC_007795.1	300438	301487	+	1050	1277	3080	10576	4636	7476	3839
SAOUHSC_00287	NC_007795.1	301500	302177	+	678	2826	2839	10355	4049	6993	3836
SAOUHSC_00289	NC_007795.1	302336	302476	-	141	0	8	1	11	2	11
SAOUHSC_00290	NC_007795.1	302466	303416	+	951	1204	3357	6274	3301	4009	4395
SAOUHSC_00291	NC_007795.1	303759	304877	+	1119	100	108	1067	179	426	217
SAOUHSC_00292	NC_007795.1	304852	305775	+	924	230	249	1269	317	541	401
SAOUHSC_00293	NC_007795.1	305786	307006	+	1221	150	495	1206	544	749	897
SAOUHSC_00294	NC_007795.1	307111	308643	-	1533	206	2412	1195	3751	1730	3637
SAOUHSC_00295	NC_007795.1	308683	309564	-	882	193	1336	1112	2312	1537	1839
SAOUHSC_00296	NC_007795.1	309722	310582	+	861	517	836	1773	1062	1040	1151
SAOUHSC_00297	NC_007795.1	310860	311660	-	801	681	678	3413	952	2291	1295
SAOUHSC_00298	NC_007795.1	311800	312468	+	669	276	1772	1238	2281	1037	2637
SAOUHSC_00299	NC_007795.1	312595	313908	-	1314	59	286	858	302	423	469
SAOUHSC_00300	NC_007795.1	314326	316398	+	2073	23455	51258	60133	61871	44239	71521
SAOUHSC_00301	NC_007795.1	316640	317467	-	828	307	884	1781	912	1489	1375
SAOUHSC_00302	NC_007795.1	317540	318739	-	1200	272	601	1462	508	1086	874
SAOUHSC_00303	NC_007795.1	318835	318927	+	93	5	31	68	24	38	45
SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	110	222	520	292	420	446
SAOUHSC_00305	NC_007795.1	320076	320408	+	333	39	126	265	151	155	215
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	76	253	406	354	362	465
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	135	285	534	399	387	583
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	170	429	747	504	447	758
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	3308	2074	8927	3241	8267	3323
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	319	1569	1470	2806	2072	2252
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	108	254	266	499	425	316
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	87	378	404	833	735	566
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	520	1478	2322	2974	5668	1933
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	512	5892	4996	8066	4275	10061
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	45	3104	575	4434	579	5407
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	29	1375	401	1510	350	2112
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	1856	2638	9074	3140	4052	4182
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	585	750	2472	844	1304	839
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1459	2043	4353	1980	2487	2486
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	308	1205	2021	1237	1263	1647
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	114	181	596	228	690	307
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	47	81	70	66	66	113
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	1210	340	7526	421	2936	556
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	29	167	584	154	231	284
