# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00070	NC_007795.1	75400	76152	-	753	50	304	949	259	1051	357
SAOUHSC_00071	NC_007795.1	76521	77435	-	915	1657	2421	11058	4365	13413	4134
SAOUHSC_00072	NC_007795.1	77516	78511	-	996	130	307	253	384	381	544
SAOUHSC_00074	NC_007795.1	78527	79519	-	993	48	444	672	472	845	768
SAOUHSC_00075	NC_007795.1	79885	80730	+	846	17	124	67	162	51	280
SAOUHSC_00076	NC_007795.1	80727	81737	+	1011	77	191	165	233	151	404
SAOUHSC_00077	NC_007795.1	81758	83512	+	1755	92	418	394	483	412	887
SAOUHSC_00078	NC_007795.1	83505	84761	+	1257	130	288	231	298	215	590
SAOUHSC_00079	NC_007795.1	84751	86487	+	1737	79	394	371	528	383	878
SAOUHSC_00080	NC_007795.1	86396	88246	+	1851	182	654	567	725	602	1246
SAOUHSC_00081	NC_007795.1	88221	88997	+	777	167	356	301	370	397	631
SAOUHSC_00082	NC_007795.1	88997	90199	+	1203	166	614	503	639	758	1147
SAOUHSC_00083	NC_007795.1	90203	90967	+	765	201	767	539	709	804	1284
SAOUHSC_00084	NC_007795.1	91163	91570	+	408	16	49	198	55	238	71
SAOUHSC_00085	NC_007795.1	91620	92246	+	627	56	91	387	90	404	112
SAOUHSC_00086	NC_007795.1	92458	93234	+	777	10174	2265	9258	4830	17931	5099
SAOUHSC_00087	NC_007795.1	93378	93500	+	123	0	6	2	4	4	2
SAOUHSC_00088	NC_007795.1	93570	94550	+	981	3	63	45	46	32	80
SAOUHSC_00089	NC_007795.1	94513	95205	+	693	11	41	35	38	22	48
SAOUHSC_00090	NC_007795.1	95415	96581	+	1167	7	72	22	70	37	114
SAOUHSC_00091	NC_007795.1	96562	97800	+	1239	4	73	46	53	63	101
SAOUHSC_00092	NC_007795.1	97790	99220	+	1431	136	825	1066	763	1694	1104
SAOUHSC_00093	NC_007795.1	99488	100087	+	600	334	2812	1205	2415	1220	4013
SAOUHSC_00094	NC_007795.1	100455	101054	+	600	15850	47236	37960	59729	58375	70475
SAOUHSC_00096	NC_007795.1	101370	102125	-	756	249	1407	1235	1345	1329	1880
SAOUHSC_00097	NC_007795.1	102361	103068	+	708	343	3687	1279	6149	2815	5998
SAOUHSC_00099	NC_007795.1	103075	104427	+	1353	349	7908	3283	12174	5394	10992
SAOUHSC_00100	NC_007795.1	104508	105170	+	663	3735	11161	6081	14999	8528	14868
SAOUHSC_00101	NC_007795.1	105198	106376	+	1179	6244	12652	12654	21665	16469	19024
SAOUHSC_00102	NC_007795.1	106507	107322	-	816	24	166	126	168	77	309
SAOUHSC_00103	NC_007795.1	107319	108119	-	801	4	110	60	89	67	173
SAOUHSC_00104	NC_007795.1	108121	108894	-	774	8	128	56	112	68	194
SAOUHSC_00105	NC_007795.1	109108	110064	-	957	5	145	84	138	73	261
SAOUHSC_00106	NC_007795.1	110293	111837	+	1545	294	777	726	818	910	1113
SAOUHSC_00107	NC_007795.1	111888	113423	+	1536	464	1452	1602	1669	2229	2035
SAOUHSC_00108	NC_007795.1	113507	113710	+	204	0	11	3	11	17	18
SAOUHSC_00109	NC_007795.1	114083	114568	+	486	3	36	55	29	53	74
SAOUHSC_00111	NC_007795.1	114927	115214	+	288	40	15	51	11	31	17
SAOUHSC_00112	NC_007795.1	115796	116088	+	293	55	236	380	215	620	311
SAOUHSC_00113	NC_007795.1	116538	119147	+	2610	5701	1332	8523	1447	21296	2244
SAOUHSC_00114	NC_007795.1	119492	120160	+	669	1014	980	6034	1517	11153	1355
SAOUHSC_00115	NC_007795.1	120176	120862	+	687	2239	1133	6848	1946	12772	1662
SAOUHSC_00116	NC_007795.1	120865	121629	+	765	2329	1422	6817	2451	15364	2036
SAOUHSC_00117	NC_007795.1	121649	123472	+	1824	8740	2622	10987	5136	23201	4221
SAOUHSC_00118	NC_007795.1	123462	124490	+	1029	4264	1584	5480	2741	13605	2315
SAOUHSC_00119	NC_007795.1	124503	125612	+	1110	2406	1608	5251	2905	14170	2517
SAOUHSC_00120	NC_007795.1	125616	126740	+	1125	5593	1692	5748	3023	14298	2540
SAOUHSC_00121	NC_007795.1	126743	127369	+	627	1683	746	2597	1161	6772	1135
SAOUHSC_00122	NC_007795.1	127374	128483	+	1110	1357	1073	4074	1755	10754	1742
SAOUHSC_00123	NC_007795.1	128497	129663	+	1167	2210	736	2853	1123	7576	1159
SAOUHSC_00124	NC_007795.1	129656	130861	+	1206	724	613	2135	695	5596	775
SAOUHSC_00125	NC_007795.1	130862	132067	+	1206	4638	1640	4468	2651	14822	2570
SAOUHSC_00126	NC_007795.1	132078	132635	+	558	3281	823	2081	1238	8204	1209
SAOUHSC_00127	NC_007795.1	132635	133522	+	888	1816	1585	3969	2399	10841	2445
SAOUHSC_00128	NC_007795.1	133576	134838	+	1263	5606	2201	5295	3578	17566	3665
SAOUHSC_00129	NC_007795.1	134915	136060	+	1146	5446	2750	5557	3877	15372	4211
SAOUHSC_00130	NC_007795.1	136125	136451	-	327	55	735	591	917	879	1108
SAOUHSC_00131	NC_007795.1	136458	136841	-	384	38	532	486	637	731	778
SAOUHSC_00132	NC_007795.1	137268	138755	+	1488	3080	4546	22110	13542	33251	12533
SAOUHSC_00133	NC_007795.1	139401	140360	+	960	174	384	1363	559	1570	655
SAOUHSC_00134	NC_007795.1	140422	140625	-	204	10	16	110	32	63	36
SAOUHSC_00135	NC_007795.1	140804	141316	+	513	114	945	263	837	332	1475
SAOUHSC_00136	NC_007795.1	141658	142398	+	741	10	219	31	195	40	376
SAOUHSC_00137	NC_007795.1	142412	143386	+	975	58	345	83	333	114	582
SAOUHSC_00138	NC_007795.1	143383	144144	+	762	17	258	68	267	97	464
SAOUHSC_00139	NC_007795.1	144157	145188	+	1032	289	833	1016	787	1819	1325
SAOUHSC_00141	NC_007795.1	145405	145764	+	360	285	20338	5638	19775	5378	31876
SAOUHSC_00142	NC_007795.1	145937	146962	+	1026	83	1165	268	1656	242	1814
SAOUHSC_00143	NC_007795.1	147348	148598	+	1251	314	6811	1906	5959	2335	11471
SAOUHSC_00144	NC_007795.1	149045	156220	+	7176	14028	75958	59516	76565	67925	132482
SAOUHSC_00145	NC_007795.1	156233	156877	+	645	1044	11676	7399	12170	7393	20634
SAOUHSC_00146	NC_007795.1	157205	157684	-	480	1949	3222	3664	2144	3441	3837
SAOUHSC_00147	NC_007795.1	157954	158718	-	765	55	2691	397	1603	474	3008
SAOUHSC_00148	NC_007795.1	158734	159975	-	1242	147	3017	421	1797	595	3210
SAOUHSC_00149	NC_007795.1	159987	161018	-	1032	37	731	151	462	216	860
SAOUHSC_00150	NC_007795.1	161057	162241	-	1185	41	965	151	614	287	1021
SAOUHSC_00151	NC_007795.1	162494	163849	-	1356	346	1598	6657	1524	7471	2092
SAOUHSC_00152	NC_007795.1	164125	164622	-	498	324	832	863	1322	842	1610
SAOUHSC_00153	NC_007795.1	164749	166389	-	1641	421	1256	1411	2454	2948	2743
SAOUHSC_00154	NC_007795.1	166583	166684	+	102	0	25	14	24	5	42
SAOUHSC_00155	NC_007795.1	166663	168660	-	1998	3465	3542	13027	3482	13057	5482
SAOUHSC_00156	NC_007795.1	169309	170349	+	1041	1769	2081	6864	3873	16936	3146
SAOUHSC_00157	NC_007795.1	170349	171245	+	897	2480	1391	2462	2706	7990	1922
SAOUHSC_00158	NC_007795.1	171257	172711	+	1455	2953	2302	3390	4478	9245	3417
SAOUHSC_00160	NC_007795.1	172714	173589	+	876	383	1699	1769	3044	3730	2612
SAOUHSC_00161	NC_007795.1	173783	174064	-	282	9	48	83	39	146	93
SAOUHSC_00162	NC_007795.1	174277	177066	+	2790	655	1763	4375	2386	5657	2824
SAOUHSC_00163	NC_007795.1	177271	178113	+	843	248	742	3090	1017	4796	1196
SAOUHSC_00164	NC_007795.1	178115	179038	+	924	289	666	2652	1088	3132	1158
SAOUHSC_00166	NC_007795.1	179025	180137	+	1113	484	1105	2841	1543	5031	1695
SAOUHSC_00167	NC_007795.1	180402	181994	-	1593	197	2790	634	2460	761	3904
SAOUHSC_00168	NC_007795.1	181951	183429	+	1479	15	98	66	122	67	176
SAOUHSC_00169	NC_007795.1	183435	184598	+	1164	27	128	90	119	108	209
SAOUHSC_00170	NC_007795.1	184615	186390	+	1776	92	431	291	372	481	786
SAOUHSC_00171	NC_007795.1	186428	188434	+	2007	268	666	720	672	1004	1201
SAOUHSC_00172	NC_007795.1	188732	189505	-	774	24	2211	419	2106	397	2615
SAOUHSC_00173	NC_007795.1	189695	190321	-	627	86	35241	1095	24761	1467	40944
SAOUHSC_00174	NC_007795.1	190530	191108	+	579	488	1786	1734	3347	2404	2940
SAOUHSC_00175	NC_007795.1	191491	192588	+	1098	76	179	237	250	363	296
SAOUHSC_00176	NC_007795.1	192601	193872	+	1272	60	541	140	727	256	770
SAOUHSC_00177	NC_007795.1	193875	195143	+	1269	83	695	167	954	337	938
SAOUHSC_00178	NC_007795.1	195145	195984	+	840	31	552	187	785	243	749
SAOUHSC_00179	NC_007795.1	196058	197134	+	1077	220	1052	322	1539	531	1427
SAOUHSC_00180	NC_007795.1	197159	198199	+	1041	169	1040	343	1500	472	1451
SAOUHSC_00181	NC_007795.1	198254	199222	+	969	119	1326	525	1964	560	1921
SAOUHSC_00182	NC_007795.1	199583	200155	-	573	43	457	869	429	972	659
SAOUHSC_00183	NC_007795.1	200310	201689	+	1380	587	3618	2276	4654	1398	3287
SAOUHSC_00184	NC_007795.1	202048	202806	-	759	93	384	513	277	583	499
SAOUHSC_00185	NC_007795.1	202799	204355	-	1557	142	478	821	453	1333	722
SAOUHSC_00186	NC_007795.1	204352	205320	-	969	108	218	642	202	749	331
SAOUHSC_00187	NC_007795.1	205908	208157	+	2250	48768	6879	115322	9691	173923	11994
SAOUHSC_00188	NC_007795.1	208180	208935	+	756	19739	2099	30916	3264	51543	4059
SAOUHSC_00189	NC_007795.1	208925	209233	+	309	60	44	198	49	464	74
SAOUHSC_00190	NC_007795.1	209271	211034	+	1764	199	869	1507	803	2057	1255
SAOUHSC_00191	NC_007795.1	211198	211542	-	345	95	2168	4794	3270	4492	4034
SAOUHSC_00192	NC_007795.1	211732	213642	+	1911	286	4992	5780	8969	2841	5634
SAOUHSC_00193	NC_007795.1	213824	213931	-	108	0	21	21	41	17	33
SAOUHSC_00195	NC_007795.1	214246	215430	-	1185	486	1957	786	5442	1798	2885
SAOUHSC_00196	NC_007795.1	215460	217721	-	2262	567	2428	1630	8200	5358	3659
SAOUHSC_00197	NC_007795.1	217907	219118	-	1212	856	1104	1762	5090	5218	1651
SAOUHSC_00198	NC_007795.1	219230	220735	-	1506	1246	1747	7255	7928	14114	3028
SAOUHSC_00199	NC_007795.1	220761	222338	-	1578	4498	2053	23610	9098	38189	3876
SAOUHSC_00200	NC_007795.1	222779	223921	+	1143	167	645	883	551	1253	980
SAOUHSC_00201	NC_007795.1	224235	225647	-	1413	140	1865	1258	1248	1479	2496
SAOUHSC_00202	NC_007795.1	225908	226264	-	357	72	29	231	44	388	98
SAOUHSC_00203	NC_007795.1	226421	226594	-	174	101	72	458	70	735	143
SAOUHSC_00204	NC_007795.1	226620	227765	-	1146	993	868	5697	1086	10637	1714
SAOUHSC_00205	NC_007795.1	227920	228027	+	108	3	41	28	34	42	55
SAOUHSC_00206	NC_007795.1	228482	229291	+	810	57513	10643	131903	13794	250760	14432
SAOUHSC_00208	NC_007795.1	229502	229645	+	144	10	54	115	49	95	54
SAOUHSC_00209	NC_007795.1	229611	231140	-	1530	562	996	1496	1399	936	1870
SAOUHSC_00211	NC_007795.1	231502	232437	+	936	278	195	422	192	539	291
SAOUHSC_00212	NC_007795.1	232547	232645	+	99	0	0	0	2	0	3
SAOUHSC_00213	NC_007795.1	232776	234872	+	2097	20	163	129	180	134	262
SAOUHSC_00214	NC_007795.1	234857	235324	+	468	3	47	22	46	21	87
SAOUHSC_00215	NC_007795.1	235347	235625	+	279	2	49	21	45	23	59
SAOUHSC_00216	NC_007795.1	235852	237111	+	1260	24	234	164	244	158	389
SAOUHSC_00217	NC_007795.1	237129	238184	+	1056	73	306	243	315	261	529
SAOUHSC_00218	NC_007795.1	238186	238332	+	147	6	17	15	19	12	30
SAOUHSC_00219	NC_007795.1	238356	239399	+	1044	176	533	436	549	466	988
SAOUHSC_00220	NC_007795.1	239969	240643	+	675	1227	491	2481	888	3803	890
SAOUHSC_00221	NC_007795.1	240636	241661	+	1026	529	841	3460	1272	4403	1419
SAOUHSC_00222	NC_007795.1	241836	243377	+	1542	1164	1825	4923	2154	6905	2776
SAOUHSC_00223	NC_007795.1	243805	244974	+	1170	346	1136	1668	1685	2615	2039
SAOUHSC_00225	NC_007795.1	245250	245966	+	717	521	1913	3051	2318	3288	2875
SAOUHSC_00226	NC_007795.1	245959	246984	+	1026	1293	4732	6382	5000	9181	6497
SAOUHSC_00227	NC_007795.1	247006	248694	+	1689	2364	11789	12767	11313	20208	14952
SAOUHSC_00228	NC_007795.1	248727	250451	+	1725	6657	27017	21394	25960	32404	32970
SAOUHSC_00229	NC_007795.1	250591	251265	+	675	503	479	1596	487	3794	705
SAOUHSC_00230	NC_007795.1	251527	253266	+	1740	1078	660	5231	836	7385	986
SAOUHSC_00231	NC_007795.1	253269	254009	+	741	70	117	553	129	974	210
SAOUHSC_00232	NC_007795.1	254122	254565	+	444	177	119	338	192	2315	127
SAOUHSC_00233	NC_007795.1	254558	255259	+	702	1688	530	1055	974	4916	852
SAOUHSC_00234	NC_007795.1	255367	256071	-	705	64	913	789	1040	990	1344
SAOUHSC_00235	NC_007795.1	256220	257011	+	792	17	353	122	366	243	632
SAOUHSC_00236	NC_007795.1	257027	258463	+	1437	102	650	207	734	322	1025
SAOUHSC_00237	NC_007795.1	258896	259657	-	762	18	86	134	117	181	168
SAOUHSC_00238	NC_007795.1	259676	259810	+	135	2	28	12	15	14	38
SAOUHSC_00239	NC_007795.1	259908	260822	-	915	942	1234	1813	2218	3576	2462
SAOUHSC_00240	NC_007795.1	260850	261254	-	405	129	542	708	910	1673	972
SAOUHSC_00241	NC_007795.1	261269	262150	-	882	846	996	1410	1773	1737	1983
SAOUHSC_00242	NC_007795.1	262382	263380	-	999	551	586	1754	808	2144	887
SAOUHSC_00243	NC_007795.1	263531	263710	+	180	0	152	65	69	43	212
SAOUHSC_00244	NC_007795.1	263760	264152	+	393	16	866	310	555	409	945
SAOUHSC_00246	NC_007795.1	264825	266201	-	1377	136	1383	1540	2201	1252	2552
SAOUHSC_00247	NC_007795.1	266435	267427	+	993	122	519	480	599	742	800
SAOUHSC_00248	NC_007795.1	267753	268703	+	951	743	1225	1138	1528	1643	1710
SAOUHSC_00249	NC_007795.1	268755	269414	-	660	24	314	270	292	312	472
SAOUHSC_00250	NC_007795.1	269428	270348	-	921	14	275	223	223	288	372
SAOUHSC_00251	NC_007795.1	270345	271511	-	1167	7	99	123	85	122	139
SAOUHSC_00253	NC_007795.1	271579	273102	-	1524	32	1497	645	1070	661	1873
SAOUHSC_00254	NC_007795.1	273373	274026	+	654	3	71	79	60	57	86
SAOUHSC_00255	NC_007795.1	274060	274647	+	588	22	332	178	238	196	457
SAOUHSC_00256	NC_007795.1	274790	275683	-	894	411	1288	974	1251	1197	1745
SAOUHSC_00257	NC_007795.1	275931	276224	+	294	1719	2578	2295	3745	2982	4039
SAOUHSC_00258	NC_007795.1	276308	279337	+	3030	83	2581	1000	2718	1061	3559
SAOUHSC_00259	NC_007795.1	279337	279795	+	459	7	504	132	370	112	638
SAOUHSC_00260	NC_007795.1	279728	280009	+	282	0	11	6	12	7	12
SAOUHSC_00261	NC_007795.1	280022	281356	+	1335	5	135	101	114	124	213
SAOUHSC_00262	NC_007795.1	281378	285817	+	4440	116	921	715	831	727	1385
SAOUHSC_00264	NC_007795.1	285847	286239	+	393	11	71	68	57	79	104
SAOUHSC_00265	NC_007795.1	286255	286569	+	315	55	66	88	82	68	127
SAOUHSC_00266	NC_007795.1	286569	287243	+	675	16	132	104	110	131	206
SAOUHSC_00267	NC_007795.1	287243	287560	+	318	21	60	60	65	70	87
SAOUHSC_00268	NC_007795.1	287570	289414	+	1845	1447	1500	2870	1654	4215	2165
SAOUHSC_00269	NC_007795.1	289425	289916	+	492	504	993	3372	933	5180	1383
SAOUHSC_00270	NC_007795.1	290124	290807	+	684	50	133	295	109	452	174
SAOUHSC_00271	NC_007795.1	290954	291565	+	612	28	53	208	67	353	126
SAOUHSC_00272	NC_007795.1	291701	291919	+	219	21	874	470	606	272	1330
SAOUHSC_00274	NC_007795.1	292051	292551	+	501	19	59	87	57	118	105
SAOUHSC_00275	NC_007795.1	292562	293062	+	501	30	116	174	114	295	145
SAOUHSC_00276	NC_007795.1	293073	293573	+	501	18	92	146	109	337	129
SAOUHSC_00277	NC_007795.1	293584	294084	+	501	40	78	139	98	294	114
SAOUHSC_00278	NC_007795.1	294095	294583	+	489	24	76	128	60	194	147
SAOUHSC_00279	NC_007795.1	295206	295580	+	375	52	1619	603	1262	770	1921
SAOUHSC_00280	NC_007795.1	295733	296131	+	399	198	2073	879	1564	1026	2641
SAOUHSC_00281	NC_007795.1	296347	297171	-	825	921	505	2532	508	5197	661
SAOUHSC_00282	NC_007795.1	297408	298685	-	1278	1709	4074	12427	6227	13445	9498
SAOUHSC_00284	NC_007795.1	299299	300189	+	891	41	352	339	303	420	550
SAOUHSC_00285	NC_007795.1	300438	301487	+	1050	1275	3072	7465	4630	10561	3837
SAOUHSC_00287	NC_007795.1	301500	302177	+	678	2821	2837	6985	4040	10340	3830
SAOUHSC_00289	NC_007795.1	302336	302476	-	141	0	8	2	11	1	11
SAOUHSC_00290	NC_007795.1	302466	303416	+	951	1203	3351	4004	3296	6264	4386
SAOUHSC_00291	NC_007795.1	303759	304877	+	1119	100	108	426	178	1064	217
SAOUHSC_00292	NC_007795.1	304852	305775	+	924	230	249	538	316	1269	401
SAOUHSC_00293	NC_007795.1	305786	307006	+	1221	149	495	747	543	1205	896
SAOUHSC_00294	NC_007795.1	307111	308643	-	1533	206	2408	1726	3740	1193	3631
SAOUHSC_00295	NC_007795.1	308683	309564	-	882	190	1334	1536	2310	1111	1836
SAOUHSC_00296	NC_007795.1	309722	310582	+	861	516	835	1037	1060	1768	1148
SAOUHSC_00297	NC_007795.1	310860	311660	-	801	678	674	2286	950	3406	1292
SAOUHSC_00298	NC_007795.1	311800	312468	+	669	275	1771	1034	2277	1234	2628
SAOUHSC_00299	NC_007795.1	312595	313908	-	1314	59	286	422	302	855	469
SAOUHSC_00300	NC_007795.1	314326	316398	+	2073	23415	51177	44164	61749	60011	71380
SAOUHSC_00301	NC_007795.1	316640	317467	-	828	307	882	1487	912	1779	1372
SAOUHSC_00302	NC_007795.1	317540	318739	-	1200	272	599	1084	508	1459	873
SAOUHSC_00303	NC_007795.1	318835	318927	+	93	5	31	38	24	67	45
SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	110	222	420	291	518	446
SAOUHSC_00305	NC_007795.1	320076	320408	+	333	39	126	155	149	265	214
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	76	253	361	354	406	462
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	135	285	386	397	532	582
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	169	429	446	504	747	757
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	3302	2071	8249	3237	8908	3319
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	316	1569	2070	2802	1467	2248
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	109	254	423	499	263	316
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	87	378	735	831	404	561
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	520	1476	5660	2970	2319	1928
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	510	5886	4266	8053	4986	10048
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	44	3099	578	4428	574	5398
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	29	1372	350	1508	401	2111
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	1853	2638	4045	3131	9059	4179
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	585	749	1303	843	2467	839
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1456	2043	2484	1979	4347	2483
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	307	1202	1261	1235	2015	1642
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	114	179	685	228	595	305
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	47	81	66	65	70	113
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	1209	340	2930	421	7513	555
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	29	166	231	154	584	283
