# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00041	NC_007795.1	44228	44524	+	297	55	469	540	388	484	614
SAOUHSC_00042	NC_007795.1	44596	45816	-	1221	39	245	474	361	202	325
SAOUHSC_00043	NC_007795.1	45809	46360	-	552	23	93	127	94	90	160
SAOUHSC_00044	NC_007795.1	46473	47333	+	861	55	1466	867	692	1235	1760
SAOUHSC_00045	NC_007795.1	47689	48222	-	534	60	109	420	221	55	92
SAOUHSC_00046	NC_007795.1	48313	49056	+	744	27	324	655	439	287	378
SAOUHSC_00047	NC_007795.1	49490	50092	+	603	42	363	826	417	301	520
SAOUHSC_00049	NC_007795.1	50359	53511	+	3153	315	1854	3106	2271	1618	2372
SAOUHSC_00050	NC_007795.1	53568	54050	+	483	108	1137	1243	877	850	1385
SAOUHSC_00051	NC_007795.1	54255	55241	+	987	187	185	621	428	165	354
SAOUHSC_00052	NC_007795.1	55462	56232	+	771	16	114	138	82	90	167
SAOUHSC_00053	NC_007795.1	56284	57054	+	771	28	212	346	183	159	224
SAOUHSC_00054	NC_007795.1	57118	57888	+	771	39	286	385	233	271	356
SAOUHSC_00055	NC_007795.1	57955	58722	+	768	36	394	431	288	324	500
SAOUHSC_00056	NC_007795.1	58855	61053	+	2199	446	1754	4769	3181	2073	2590
SAOUHSC_00057	NC_007795.1	61204	62382	+	1179	269	358	878	721	477	510
SAOUHSC_00058	NC_007795.1	62384	63772	+	1389	382	566	1796	1132	630	889
SAOUHSC_00060	NC_007795.1	64265	65926	-	1662	723	1721	1685	1994	1325	1660
SAOUHSC_00061	NC_007795.1	66252	68027	-	1776	672	1127	2271	1587	1162	1717
SAOUHSC_00062	NC_007795.1	68201	69073	-	873	2	43	19	18	26	74
SAOUHSC_00064	NC_007795.1	69186	70583	+	1398	24	93	226	211	80	126
SAOUHSC_00065	NC_007795.1	70773	71246	+	474	296	245	1907	1602	266	336
SAOUHSC_00067	NC_007795.1	71508	73100	+	1593	2056	3550	7139	5735	3619	4993
SAOUHSC_00069	NC_007795.1	73429	74979	-	1551	839	1432	4813	8489	2155	2030
SAOUHSC_00070	NC_007795.1	75400	76152	-	753	50	294	1007	909	251	338
SAOUHSC_00071	NC_007795.1	76521	77435	-	915	1581	2311	12843	10535	4160	3950
SAOUHSC_00072	NC_007795.1	77516	78511	-	996	123	296	362	242	375	519
SAOUHSC_00074	NC_007795.1	78527	79519	-	993	46	432	808	649	460	735
SAOUHSC_00075	NC_007795.1	79885	80730	+	846	14	123	54	66	154	273
SAOUHSC_00076	NC_007795.1	80727	81737	+	1011	75	182	145	152	224	394
SAOUHSC_00077	NC_007795.1	81758	83512	+	1755	85	401	400	371	468	855
SAOUHSC_00078	NC_007795.1	83505	84761	+	1257	127	293	218	222	291	582
SAOUHSC_00079	NC_007795.1	84751	86487	+	1737	78	376	364	356	511	850
SAOUHSC_00080	NC_007795.1	86396	88246	+	1851	175	635	575	545	701	1193
SAOUHSC_00081	NC_007795.1	88221	88997	+	777	154	338	376	287	359	606
SAOUHSC_00082	NC_007795.1	88997	90199	+	1203	160	581	729	484	612	1100
SAOUHSC_00083	NC_007795.1	90203	90967	+	765	191	725	769	511	674	1235
SAOUHSC_00084	NC_007795.1	91163	91570	+	408	16	45	229	189	52	73
SAOUHSC_00085	NC_007795.1	91620	92246	+	627	55	90	385	370	87	107
SAOUHSC_00086	NC_007795.1	92458	93234	+	777	9707	2154	17106	8818	4620	4830
SAOUHSC_00087	NC_007795.1	93378	93500	+	123	0	6	3	1	4	1
SAOUHSC_00088	NC_007795.1	93570	94550	+	981	3	57	29	45	47	79
SAOUHSC_00089	NC_007795.1	94513	95205	+	693	10	40	20	32	35	44
SAOUHSC_00090	NC_007795.1	95415	96581	+	1167	7	69	33	23	69	111
SAOUHSC_00091	NC_007795.1	96562	97800	+	1239	2	70	62	44	52	95
SAOUHSC_00092	NC_007795.1	97790	99220	+	1431	129	791	1619	1029	736	1057
SAOUHSC_00093	NC_007795.1	99488	100087	+	600	318	2669	1158	1137	2289	3811
SAOUHSC_00094	NC_007795.1	100455	101054	+	600	15146	45219	55827	36317	57074	67130
SAOUHSC_00096	NC_007795.1	101370	102125	-	756	233	1319	1248	1142	1258	1768
SAOUHSC_00097	NC_007795.1	102361	103068	+	708	322	3532	2661	1204	5860	5722
SAOUHSC_00099	NC_007795.1	103075	104427	+	1353	337	7570	5140	3128	11675	10481
SAOUHSC_00100	NC_007795.1	104508	105170	+	663	3971	11249	8558	6128	15249	15128
SAOUHSC_00101	NC_007795.1	105198	106376	+	1179	5964	12066	15727	12065	20684	18105
SAOUHSC_00102	NC_007795.1	106507	107322	-	816	20	161	71	118	160	286
SAOUHSC_00103	NC_007795.1	107319	108119	-	801	4	106	65	58	90	163
SAOUHSC_00104	NC_007795.1	108121	108894	-	774	7	120	62	53	110	188
SAOUHSC_00105	NC_007795.1	109108	110064	-	957	5	146	70	79	133	246
SAOUHSC_00106	NC_007795.1	110293	111837	+	1545	283	750	872	703	785	1071
SAOUHSC_00107	NC_007795.1	111888	113423	+	1536	450	1398	2118	1533	1603	1940
SAOUHSC_00108	NC_007795.1	113507	113710	+	204	0	10	17	2	11	18
SAOUHSC_00109	NC_007795.1	114083	114568	+	486	3	34	51	52	28	68
SAOUHSC_00111	NC_007795.1	114927	115214	+	288	40	15	30	50	11	16
SAOUHSC_00112	NC_007795.1	115796	116088	+	293	63	235	635	386	224	318
SAOUHSC_00113	NC_007795.1	116538	119147	+	2610	5437	1268	20355	8108	1389	2136
SAOUHSC_00114	NC_007795.1	119492	120160	+	669	974	944	10728	5776	1455	1300
SAOUHSC_00115	NC_007795.1	120176	120862	+	687	2136	1084	12284	6542	1862	1603
SAOUHSC_00116	NC_007795.1	120865	121629	+	765	2234	1359	14805	6536	2340	1953
SAOUHSC_00117	NC_007795.1	121649	123472	+	1824	8347	2492	22243	10548	4920	4052
SAOUHSC_00118	NC_007795.1	123462	124490	+	1029	4097	1527	13036	5235	2624	2190
SAOUHSC_00119	NC_007795.1	124503	125612	+	1110	2319	1515	13632	5001	2801	2403
SAOUHSC_00120	NC_007795.1	125616	126740	+	1125	5396	1665	13831	5695	2961	2524
SAOUHSC_00121	NC_007795.1	126743	127369	+	627	1631	718	6499	2501	1114	1104
SAOUHSC_00122	NC_007795.1	127374	128483	+	1110	1302	1011	10343	3899	1691	1676
SAOUHSC_00123	NC_007795.1	128497	129663	+	1167	2132	712	7358	2753	1089	1115
SAOUHSC_00124	NC_007795.1	129656	130861	+	1206	705	607	5416	2070	675	749
SAOUHSC_00125	NC_007795.1	130862	132067	+	1206	4532	1587	14222	4292	2555	2462
SAOUHSC_00126	NC_007795.1	132078	132635	+	558	3182	799	7903	2007	1200	1168
SAOUHSC_00127	NC_007795.1	132635	133522	+	888	1732	1525	10423	3798	2283	2343
SAOUHSC_00128	NC_007795.1	133576	134838	+	1263	5335	2109	16767	5041	3413	3515
SAOUHSC_00129	NC_007795.1	134915	136060	+	1146	5212	2626	14672	5323	3691	4035
SAOUHSC_00130	NC_007795.1	136125	136451	-	327	53	716	839	572	875	1052
SAOUHSC_00131	NC_007795.1	136458	136841	-	384	37	502	681	442	604	715
SAOUHSC_00132	NC_007795.1	137268	138755	+	1488	2935	4364	31841	21088	12924	11904
SAOUHSC_00133	NC_007795.1	139401	140360	+	960	170	362	1462	1296	539	622
SAOUHSC_00134	NC_007795.1	140422	140625	-	204	10	15	61	105	28	36
SAOUHSC_00135	NC_007795.1	140804	141316	+	513	110	908	309	250	802	1412
SAOUHSC_00136	NC_007795.1	141658	142398	+	741	10	208	37	28	190	359
SAOUHSC_00137	NC_007795.1	142412	143386	+	975	58	338	114	84	333	570
SAOUHSC_00138	NC_007795.1	143383	144144	+	762	17	243	91	65	256	448
SAOUHSC_00139	NC_007795.1	144157	145188	+	1032	274	805	1738	969	745	1261
SAOUHSC_00141	NC_007795.1	145405	145764	+	360	278	19476	5147	5404	18965	30448
SAOUHSC_00142	NC_007795.1	145937	146962	+	1026	80	1119	228	254	1588	1740
SAOUHSC_00143	NC_007795.1	147348	148598	+	1251	295	6528	2235	1824	5691	10972
SAOUHSC_00144	NC_007795.1	149045	156220	+	7176	13387	72580	64580	56780	73162	126552
SAOUHSC_00145	NC_007795.1	156233	156877	+	645	1002	11192	7075	7102	11680	19662
SAOUHSC_00146	NC_007795.1	157205	157684	-	480	1857	3033	3271	3465	2046	3614
SAOUHSC_00147	NC_007795.1	157954	158718	-	765	51	2587	458	381	1541	2892
SAOUHSC_00148	NC_007795.1	158734	159975	-	1242	141	2867	575	400	1721	3062
SAOUHSC_00149	NC_007795.1	159987	161018	-	1032	37	705	207	144	428	816
SAOUHSC_00150	NC_007795.1	161057	162241	-	1185	40	921	272	146	578	988
SAOUHSC_00151	NC_007795.1	162494	163849	-	1356	335	1527	7137	6347	1447	1992
SAOUHSC_00152	NC_007795.1	164125	164622	-	498	315	802	794	818	1246	1535
SAOUHSC_00153	NC_007795.1	164749	166389	-	1641	389	1192	2813	1345	2327	2610
SAOUHSC_00154	NC_007795.1	166583	166684	+	102	0	25	4	14	22	32
SAOUHSC_00155	NC_007795.1	166663	168660	-	1998	3319	3399	12492	12387	3341	5255
SAOUHSC_00156	NC_007795.1	169309	170349	+	1041	1713	1998	16441	6641	3770	3058
SAOUHSC_00157	NC_007795.1	170349	171245	+	897	2380	1339	7790	2398	2632	1866
SAOUHSC_00158	NC_007795.1	171257	172711	+	1455	2844	2202	8848	3265	4288	3273
SAOUHSC_00160	NC_007795.1	172714	173589	+	876	360	1635	3561	1684	2917	2508
SAOUHSC_00161	NC_007795.1	173783	174064	-	282	9	45	134	78	38	91
SAOUHSC_00162	NC_007795.1	174277	177066	+	2790	624	1682	5391	4177	2282	2700
SAOUHSC_00163	NC_007795.1	177271	178113	+	843	239	710	4637	2981	981	1140
SAOUHSC_00164	NC_007795.1	178115	179038	+	924	266	611	2946	2490	1017	1064
SAOUHSC_00166	NC_007795.1	179025	180137	+	1113	464	1057	4841	2724	1477	1632
SAOUHSC_00167	NC_007795.1	180402	181994	-	1593	190	2659	722	602	2344	3679
SAOUHSC_00168	NC_007795.1	181951	183429	+	1479	15	89	65	65	117	170
SAOUHSC_00169	NC_007795.1	183435	184598	+	1164	24	126	108	93	108	208
SAOUHSC_00170	NC_007795.1	184615	186390	+	1776	92	420	456	276	356	759
SAOUHSC_00171	NC_007795.1	186428	188434	+	2007	258	642	958	693	645	1133
SAOUHSC_00172	NC_007795.1	188732	189505	-	774	23	2097	378	396	2014	2495
SAOUHSC_00173	NC_007795.1	189695	190321	-	627	81	33734	1415	1060	23777	39279
SAOUHSC_00174	NC_007795.1	190530	191108	+	579	459	1708	2289	1661	3200	2797
SAOUHSC_00175	NC_007795.1	191491	192588	+	1098	73	173	338	227	237	278
SAOUHSC_00176	NC_007795.1	192601	193872	+	1272	58	528	249	136	711	732
SAOUHSC_00177	NC_007795.1	193875	195143	+	1269	81	668	326	166	936	913
SAOUHSC_00178	NC_007795.1	195145	195984	+	840	29	521	234	179	763	717
SAOUHSC_00179	NC_007795.1	196058	197134	+	1077	210	1016	508	309	1486	1347
SAOUHSC_00180	NC_007795.1	197159	198199	+	1041	159	991	454	330	1425	1392
SAOUHSC_00181	NC_007795.1	198254	199222	+	969	116	1247	530	495	1858	1841
SAOUHSC_00182	NC_007795.1	199583	200155	-	573	39	437	925	843	411	632
SAOUHSC_00183	NC_007795.1	200310	201689	+	1380	548	3431	1327	2153	4434	3100
SAOUHSC_00184	NC_007795.1	202048	202806	-	759	84	351	541	473	255	450
SAOUHSC_00185	NC_007795.1	202799	204355	-	1557	138	463	1279	793	439	708
SAOUHSC_00186	NC_007795.1	204352	205320	-	969	102	223	761	628	205	322
SAOUHSC_00187	NC_007795.1	205908	208157	+	2250	45027	6468	164637	108658	9158	11309
SAOUHSC_00188	NC_007795.1	208180	208935	+	756	18629	2011	49296	29461	3138	3845
SAOUHSC_00189	NC_007795.1	208925	209233	+	309	57	44	442	193	48	72
SAOUHSC_00190	NC_007795.1	209271	211034	+	1764	187	833	1960	1444	773	1202
SAOUHSC_00191	NC_007795.1	211198	211542	-	345	92	2083	4296	4549	3137	3868
SAOUHSC_00192	NC_007795.1	211732	213642	+	1911	274	4760	2726	5510	8544	5405
SAOUHSC_00193	NC_007795.1	213824	213931	-	108	0	21	16	19	38	31
SAOUHSC_00195	NC_007795.1	214246	215430	-	1185	465	1835	1711	746	5174	2726
SAOUHSC_00196	NC_007795.1	215460	217721	-	2262	539	2289	5080	1551	7790	3468
SAOUHSC_00197	NC_007795.1	217907	219118	-	1212	815	1052	4954	1685	4821	1551
SAOUHSC_00198	NC_007795.1	219230	220735	-	1506	1181	1652	13400	6904	7575	2876
SAOUHSC_00199	NC_007795.1	220761	222338	-	1578	4273	1958	36533	22465	8708	3696
SAOUHSC_00200	NC_007795.1	222779	223921	+	1143	162	628	1203	838	526	936
SAOUHSC_00201	NC_007795.1	224235	225647	-	1413	133	1792	1412	1205	1193	2388
SAOUHSC_00202	NC_007795.1	225908	226264	-	357	64	28	370	215	41	95
SAOUHSC_00203	NC_007795.1	226421	226594	-	174	98	71	703	436	67	135
SAOUHSC_00204	NC_007795.1	226620	227765	-	1146	934	826	10173	5469	1049	1635
SAOUHSC_00205	NC_007795.1	227920	228027	+	108	3	40	41	24	33	50
SAOUHSC_00206	NC_007795.1	228482	229291	+	810	54795	10151	239318	125694	13144	13722
SAOUHSC_00208	NC_007795.1	229502	229645	+	144	10	48	86	105	48	51
SAOUHSC_00209	NC_007795.1	229611	231140	-	1530	544	961	895	1407	1330	1768
SAOUHSC_00211	NC_007795.1	231502	232437	+	936	265	184	514	404	186	273
SAOUHSC_00212	NC_007795.1	232547	232645	+	99	0	0	0	0	2	3
SAOUHSC_00213	NC_007795.1	232776	234872	+	2097	17	154	130	126	176	261
SAOUHSC_00214	NC_007795.1	234857	235324	+	468	2	46	21	22	42	87
SAOUHSC_00215	NC_007795.1	235347	235625	+	279	2	49	22	20	43	58
SAOUHSC_00216	NC_007795.1	235852	237111	+	1260	24	228	153	157	238	374
SAOUHSC_00217	NC_007795.1	237129	238184	+	1056	70	293	250	238	294	502
SAOUHSC_00218	NC_007795.1	238186	238332	+	147	6	16	12	16	22	30
SAOUHSC_00219	NC_007795.1	238356	239399	+	1044	164	508	445	415	520	945
SAOUHSC_00220	NC_007795.1	239969	240643	+	675	1024	446	3454	2308	831	806
SAOUHSC_00221	NC_007795.1	240636	241661	+	1026	505	802	4230	3302	1220	1363
SAOUHSC_00222	NC_007795.1	241836	243377	+	1542	1104	1743	6620	4681	2044	2657
SAOUHSC_00223	NC_007795.1	243805	244974	+	1170	333	1071	2471	1566	1590	1916
SAOUHSC_00225	NC_007795.1	245250	245966	+	717	512	1861	3159	2951	2246	2775
SAOUHSC_00226	NC_007795.1	245959	246984	+	1026	1198	4495	8724	6053	4736	6146
SAOUHSC_00227	NC_007795.1	247006	248694	+	1689	2259	11200	19291	12257	10884	14307
SAOUHSC_00228	NC_007795.1	248727	250451	+	1725	6388	25840	31051	20490	24797	31488
SAOUHSC_00229	NC_007795.1	250591	251265	+	675	480	464	3605	1528	469	669
SAOUHSC_00230	NC_007795.1	251527	253266	+	1740	1015	634	7062	5000	790	939
SAOUHSC_00231	NC_007795.1	253269	254009	+	741	67	113	937	529	121	202
SAOUHSC_00232	NC_007795.1	254122	254565	+	444	168	119	2261	331	186	125
SAOUHSC_00233	NC_007795.1	254558	255259	+	702	1610	512	4665	990	940	813
SAOUHSC_00234	NC_007795.1	255367	256071	-	705	61	870	943	758	1004	1283
SAOUHSC_00235	NC_007795.1	256220	257011	+	792	16	339	230	118	353	600
SAOUHSC_00236	NC_007795.1	257027	258463	+	1437	95	615	309	198	695	976
SAOUHSC_00237	NC_007795.1	258896	259657	-	762	17	87	171	123	113	163
SAOUHSC_00238	NC_007795.1	259676	259810	+	135	2	24	13	11	15	36
SAOUHSC_00239	NC_007795.1	259908	260822	-	915	896	1166	3420	1723	2104	2346
SAOUHSC_00240	NC_007795.1	260850	261254	-	405	140	568	1711	731	971	979
SAOUHSC_00241	NC_007795.1	261269	262150	-	882	801	948	1654	1334	1676	1894
SAOUHSC_00242	NC_007795.1	262382	263380	-	999	519	554	2043	1655	777	854
SAOUHSC_00243	NC_007795.1	263531	263710	+	180	0	113	30	48	57	147
SAOUHSC_00244	NC_007795.1	263760	264152	+	393	16	841	397	300	529	905
SAOUHSC_00246	NC_007795.1	264825	266201	-	1377	129	1311	1196	1470	2118	2433
SAOUHSC_00247	NC_007795.1	266435	267427	+	993	116	497	699	451	571	743
SAOUHSC_00248	NC_007795.1	267753	268703	+	951	714	1160	1562	1088	1449	1621
SAOUHSC_00249	NC_007795.1	268755	269414	-	660	23	295	299	258	285	454
SAOUHSC_00250	NC_007795.1	269428	270348	-	921	14	267	273	206	219	357
SAOUHSC_00251	NC_007795.1	270345	271511	-	1167	6	94	117	118	83	135
SAOUHSC_00253	NC_007795.1	271579	273102	-	1524	30	1451	642	616	1036	1807
SAOUHSC_00254	NC_007795.1	273373	274026	+	654	3	69	57	75	57	84
SAOUHSC_00255	NC_007795.1	274060	274647	+	588	21	311	190	175	225	437
SAOUHSC_00256	NC_007795.1	274790	275683	-	894	394	1224	1138	926	1205	1662
SAOUHSC_00257	NC_007795.1	275931	276224	+	294	1638	2458	2833	2152	3567	3832
SAOUHSC_00258	NC_007795.1	276308	279337	+	3030	78	2468	1014	950	2608	3388
SAOUHSC_00259	NC_007795.1	279337	279795	+	459	6	480	105	125	359	615
SAOUHSC_00260	NC_007795.1	279728	280009	+	282	0	10	6	6	12	12
SAOUHSC_00261	NC_007795.1	280022	281356	+	1335	4	126	118	99	108	202
SAOUHSC_00262	NC_007795.1	281378	285817	+	4440	113	883	693	677	790	1326
SAOUHSC_00264	NC_007795.1	285847	286239	+	393	17	74	88	72	62	105
SAOUHSC_00265	NC_007795.1	286255	286569	+	315	53	65	65	81	73	118
SAOUHSC_00266	NC_007795.1	286569	287243	+	675	15	130	125	101	110	193
SAOUHSC_00267	NC_007795.1	287243	287560	+	318	20	58	64	57	69	78
SAOUHSC_00268	NC_007795.1	287570	289414	+	1845	1387	1422	4015	2736	1590	2048
SAOUHSC_00269	NC_007795.1	289425	289916	+	492	480	945	4941	3182	895	1318
SAOUHSC_00270	NC_007795.1	290124	290807	+	684	47	128	435	279	104	169
SAOUHSC_00271	NC_007795.1	290954	291565	+	612	27	53	335	197	64	119
SAOUHSC_00272	NC_007795.1	291701	291919	+	219	21	833	261	448	576	1263
SAOUHSC_00274	NC_007795.1	292051	292551	+	501	20	57	121	88	54	105
SAOUHSC_00275	NC_007795.1	292562	293062	+	501	28	113	313	196	116	126
SAOUHSC_00276	NC_007795.1	293073	293573	+	501	18	97	313	133	112	134
SAOUHSC_00277	NC_007795.1	293584	294084	+	501	40	75	290	124	97	109
SAOUHSC_00278	NC_007795.1	294095	294583	+	489	23	75	188	132	60	146
SAOUHSC_00279	NC_007795.1	295206	295580	+	375	50	1535	735	572	1202	1828
SAOUHSC_00280	NC_007795.1	295733	296131	+	399	192	1993	987	836	1501	2538
SAOUHSC_00281	NC_007795.1	296347	297171	-	825	878	484	4972	2428	484	629
SAOUHSC_00282	NC_007795.1	297408	298685	-	1278	1630	3866	12796	11869	5971	9059
SAOUHSC_00284	NC_007795.1	299299	300189	+	891	40	342	403	320	293	530
SAOUHSC_00285	NC_007795.1	300438	301487	+	1050	1213	2953	10088	7141	4440	3659
SAOUHSC_00287	NC_007795.1	301500	302177	+	678	2695	2730	9871	6683	3857	3669
SAOUHSC_00289	NC_007795.1	302336	302476	-	141	0	8	1	2	11	9
SAOUHSC_00290	NC_007795.1	302466	303416	+	951	1145	3177	5939	3803	3136	4192
SAOUHSC_00291	NC_007795.1	303759	304877	+	1119	104	109	1044	431	180	224
SAOUHSC_00292	NC_007795.1	304852	305775	+	924	216	244	1222	513	302	367
SAOUHSC_00293	NC_007795.1	305786	307006	+	1221	142	472	1149	709	518	848
SAOUHSC_00294	NC_007795.1	307111	308643	-	1533	198	2306	1145	1639	3568	3493
SAOUHSC_00295	NC_007795.1	308683	309564	-	882	180	1273	1065	1465	2213	1732
SAOUHSC_00296	NC_007795.1	309722	310582	+	861	488	798	1679	982	1002	1097
SAOUHSC_00297	NC_007795.1	310860	311660	-	801	643	648	3253	2166	908	1236
SAOUHSC_00298	NC_007795.1	311800	312468	+	669	261	1695	1163	978	2169	2500
SAOUHSC_00299	NC_007795.1	312595	313908	-	1314	57	274	811	397	290	447
SAOUHSC_00300	NC_007795.1	314326	316398	+	2073	22014	48496	56746	41801	58580	67605
SAOUHSC_00301	NC_007795.1	316640	317467	-	828	279	827	1663	1392	860	1280
SAOUHSC_00302	NC_007795.1	317540	318739	-	1200	263	564	1399	1042	478	847
SAOUHSC_00303	NC_007795.1	318835	318927	+	93	5	29	65	37	22	44
SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	102	214	496	383	281	417
SAOUHSC_00305	NC_007795.1	320076	320408	+	333	39	126	257	151	145	217
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	71	248	386	356	339	444
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	129	273	503	371	390	563
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	164	411	713	429	482	726
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	3141	1966	8546	7808	3092	3172
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	299	1502	1390	1971	2660	2137
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	105	252	254	413	487	310
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	82	350	383	705	788	534
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	505	1410	2184	5401	2840	1853
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	486	5630	4784	4086	7758	9624
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	43	2928	535	546	4212	5112
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	28	1314	378	331	1452	2017
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	1765	2515	8663	3902	2998	4006
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	568	735	2385	1272	825	823
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1385	1948	4142	2357	1893	2372
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	291	1155	1914	1202	1183	1572
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	110	170	560	653	220	298
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	45	70	67	54	60	104
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	1168	329	7192	2814	402	528
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	29	165	574	221	151	266
SAOUHSC_00326	NC_007795.1	338731	339960	+	1230	213	434	684	308	424	611
