# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-T" "1" "-F" "GTF" "-a" "genome.gtf" "-t" "gene" "-g" "gene_id" "-s" "1" "-o" "counts_matrix.txt" "SRR10379726_trimmed.sorted.bam" "SRR10379723_trimmed.sorted.bam" "SRR10379725_trimmed.sorted.bam" "SRR10379724_trimmed.sorted.bam" "SRR10379722_trimmed.sorted.bam" "SRR10379721_trimmed.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_trimmed.sorted.bam	SRR10379723_trimmed.sorted.bam	SRR10379725_trimmed.sorted.bam	SRR10379724_trimmed.sorted.bam	SRR10379722_trimmed.sorted.bam	SRR10379721_trimmed.sorted.bam
SAOUHSC_00114	NC_007795.1	119492	120160	+	669	1017	981	11177	6040	1520	1354
SAOUHSC_00115	NC_007795.1	120176	120862	+	687	2244	1136	12798	6867	1952	1666
SAOUHSC_00116	NC_007795.1	120865	121629	+	765	2338	1424	15397	6831	2455	2039
SAOUHSC_00117	NC_007795.1	121649	123472	+	1824	8759	2629	23244	11006	5141	4229
SAOUHSC_00118	NC_007795.1	123462	124490	+	1029	4275	1586	13637	5497	2745	2321
SAOUHSC_00119	NC_007795.1	124503	125612	+	1110	2411	1610	14191	5262	2909	2524
SAOUHSC_00120	NC_007795.1	125616	126740	+	1125	5601	1698	14323	5760	3034	2546
SAOUHSC_00121	NC_007795.1	126743	127369	+	627	1686	746	6786	2601	1164	1135
SAOUHSC_00122	NC_007795.1	127374	128483	+	1110	1358	1076	10770	4085	1758	1743
SAOUHSC_00123	NC_007795.1	128497	129663	+	1167	2213	739	7592	2859	1125	1161
SAOUHSC_00124	NC_007795.1	129656	130861	+	1206	725	613	5600	2138	695	777
SAOUHSC_00125	NC_007795.1	130862	132067	+	1206	4646	1643	14851	4474	2657	2580
SAOUHSC_00126	NC_007795.1	132078	132635	+	558	3292	824	8211	2084	1239	1212
SAOUHSC_00127	NC_007795.1	132635	133522	+	888	1819	1589	10865	3979	2405	2451
SAOUHSC_00128	NC_007795.1	133576	134838	+	1263	5615	2214	17604	5304	3582	3676
SAOUHSC_00129	NC_007795.1	134915	136060	+	1146	5463	2754	15407	5564	3887	4214
SAOUHSC_00130	NC_007795.1	136125	136451	-	327	56	738	881	592	920	1112
SAOUHSC_00131	NC_007795.1	136458	136841	-	384	38	533	735	487	640	779
SAOUHSC_00132	NC_007795.1	137268	138755	+	1488	3094	4556	33328	22156	13569	12570
SAOUHSC_00133	NC_007795.1	139401	140360	+	960	174	384	1571	1364	562	656
SAOUHSC_00134	NC_007795.1	140422	140625	-	204	10	16	63	110	32	36
SAOUHSC_00135	NC_007795.1	140804	141316	+	513	114	945	334	263	839	1477
SAOUHSC_00136	NC_007795.1	141658	142398	+	741	10	219	40	31	196	377
SAOUHSC_00137	NC_007795.1	142412	143386	+	975	58	344	117	83	333	582
SAOUHSC_00138	NC_007795.1	143383	144144	+	762	17	258	97	69	267	467
SAOUHSC_00139	NC_007795.1	144157	145188	+	1032	290	835	1825	1020	786	1328
SAOUHSC_00141	NC_007795.1	145405	145764	+	360	287	20392	5388	5648	19816	31944
SAOUHSC_00142	NC_007795.1	145937	146962	+	1026	84	1168	243	268	1660	1819
SAOUHSC_00143	NC_007795.1	147348	148598	+	1251	316	6820	2338	1911	5968	11495
SAOUHSC_00144	NC_007795.1	149045	156220	+	7176	14060	76111	68080	59652	76747	132811
SAOUHSC_00145	NC_007795.1	156233	156877	+	645	1046	11704	7409	7413	12186	20683
SAOUHSC_00146	NC_007795.1	157205	157684	-	480	1956	3232	3446	3674	2150	3855
SAOUHSC_00147	NC_007795.1	157954	158718	-	765	55	2698	475	400	1607	3018
SAOUHSC_00148	NC_007795.1	158734	159975	-	1242	148	3022	595	422	1800	3217
SAOUHSC_00149	NC_007795.1	159987	161018	-	1032	37	732	216	151	463	861
SAOUHSC_00150	NC_007795.1	161057	162241	-	1185	41	966	287	152	615	1022
SAOUHSC_00151	NC_007795.1	162494	163849	-	1356	348	1601	7490	6674	1527	2100
SAOUHSC_00152	NC_007795.1	164125	164622	-	498	325	832	842	864	1323	1614
SAOUHSC_00153	NC_007795.1	164749	166389	-	1641	424	1262	2956	1412	2460	2747
SAOUHSC_00154	NC_007795.1	166583	166684	+	102	0	25	5	14	24	42
SAOUHSC_00155	NC_007795.1	166663	168660	-	1998	3478	3547	13086	13064	3487	5498
SAOUHSC_00156	NC_007795.1	169309	170349	+	1041	1773	2080	16930	6873	3866	3146
SAOUHSC_00157	NC_007795.1	170349	171245	+	897	2484	1393	7998	2466	2708	1926
SAOUHSC_00158	NC_007795.1	171257	172711	+	1455	2960	2306	9268	3392	4489	3423
SAOUHSC_00160	NC_007795.1	172714	173589	+	876	384	1701	3738	1776	3054	2618
SAOUHSC_00161	NC_007795.1	173783	174064	-	282	9	48	146	83	39	93
SAOUHSC_00162	NC_007795.1	174277	177066	+	2790	659	1768	5677	4384	2390	2830
SAOUHSC_00163	NC_007795.1	177271	178113	+	843	249	742	4801	3091	1019	1196
SAOUHSC_00164	NC_007795.1	178115	179038	+	924	289	672	3139	2660	1092	1164
SAOUHSC_00166	NC_007795.1	179025	180137	+	1113	484	1106	5035	2850	1543	1700
SAOUHSC_00167	NC_007795.1	180402	181994	-	1593	198	2792	763	634	2467	3912
SAOUHSC_00168	NC_007795.1	181951	183429	+	1479	15	98	67	66	122	176
SAOUHSC_00169	NC_007795.1	183435	184598	+	1164	27	128	108	90	119	209
SAOUHSC_00170	NC_007795.1	184615	186390	+	1776	92	431	484	291	373	788
SAOUHSC_00171	NC_007795.1	186428	188434	+	2007	269	668	1008	723	672	1204
SAOUHSC_00172	NC_007795.1	188732	189505	-	774	24	2214	397	419	2109	2620
SAOUHSC_00173	NC_007795.1	189695	190321	-	627	86	35288	1469	1098	24803	41005
SAOUHSC_00174	NC_007795.1	190530	191108	+	579	489	1790	2407	1736	3355	2945
SAOUHSC_00175	NC_007795.1	191491	192588	+	1098	76	178	364	238	251	296
SAOUHSC_00176	NC_007795.1	192601	193872	+	1272	60	543	256	140	729	773
SAOUHSC_00177	NC_007795.1	193875	195143	+	1269	80	695	334	166	953	934
SAOUHSC_00178	NC_007795.1	195145	195984	+	840	31	553	243	190	787	751
SAOUHSC_00179	NC_007795.1	196058	197134	+	1077	221	1056	532	324	1542	1433
SAOUHSC_00180	NC_007795.1	197159	198199	+	1041	169	1041	472	343	1503	1454
SAOUHSC_00181	NC_007795.1	198254	199222	+	969	119	1329	560	526	1968	1926
SAOUHSC_00182	NC_007795.1	199583	200155	-	573	43	460	974	870	429	664
SAOUHSC_00183	NC_007795.1	200310	201689	+	1380	591	3630	1402	2282	4664	3295
SAOUHSC_00184	NC_007795.1	202048	202806	-	759	94	389	585	518	280	501
SAOUHSC_00185	NC_007795.1	202799	204355	-	1557	142	479	1337	821	454	723
SAOUHSC_00186	NC_007795.1	204352	205320	-	969	108	218	750	645	203	331
SAOUHSC_00187	NC_007795.1	205908	208157	+	2250	49122	6919	174683	115863	9739	12060
SAOUHSC_00188	NC_007795.1	208180	208935	+	756	19791	2101	51647	30969	3276	4064
SAOUHSC_00189	NC_007795.1	208925	209233	+	309	60	44	466	199	49	74
SAOUHSC_00190	NC_007795.1	209271	211034	+	1764	199	870	2059	1507	808	1256
SAOUHSC_00191	NC_007795.1	211198	211542	-	345	96	2171	4508	4803	3277	4046
SAOUHSC_00192	NC_007795.1	211732	213642	+	1911	287	4999	2844	5791	8979	5649
SAOUHSC_00193	NC_007795.1	213824	213931	-	108	0	21	17	21	41	33
SAOUHSC_00195	NC_007795.1	214246	215430	-	1185	487	1965	1803	789	5457	2894
SAOUHSC_00196	NC_007795.1	215460	217721	-	2262	568	2428	5369	1635	8221	3670
SAOUHSC_00197	NC_007795.1	217907	219118	-	1212	859	1106	5228	1764	5109	1656
SAOUHSC_00198	NC_007795.1	219230	220735	-	1506	1250	1752	14140	7277	7949	3034
SAOUHSC_00199	NC_007795.1	220761	222338	-	1578	4513	2061	38286	23673	9122	3885
SAOUHSC_00200	NC_007795.1	222779	223921	+	1143	167	646	1256	885	551	980
SAOUHSC_00201	NC_007795.1	224235	225647	-	1413	140	1866	1481	1259	1250	2498
SAOUHSC_00202	NC_007795.1	225908	226264	-	357	72	29	388	232	45	98
SAOUHSC_00203	NC_007795.1	226421	226594	-	174	101	72	735	458	70	144
SAOUHSC_00204	NC_007795.1	226620	227765	-	1146	997	870	10659	5708	1089	1718
SAOUHSC_00205	NC_007795.1	227920	228027	+	108	3	41	42	28	34	55
SAOUHSC_00206	NC_007795.1	228482	229291	+	810	57667	10665	251349	132246	13829	14466
SAOUHSC_00208	NC_007795.1	229502	229645	+	144	10	55	95	115	49	55
SAOUHSC_00209	NC_007795.1	229611	231140	-	1530	564	997	941	1500	1401	1873
SAOUHSC_00211	NC_007795.1	231502	232437	+	936	280	195	542	424	193	291
SAOUHSC_00212	NC_007795.1	232547	232645	+	99	0	0	0	0	2	3
SAOUHSC_00213	NC_007795.1	232776	234872	+	2097	20	162	134	130	180	260
SAOUHSC_00214	NC_007795.1	234857	235324	+	468	3	47	21	22	46	87
SAOUHSC_00215	NC_007795.1	235347	235625	+	279	2	49	23	21	45	59
SAOUHSC_00216	NC_007795.1	235852	237111	+	1260	24	234	160	164	244	390
SAOUHSC_00217	NC_007795.1	237129	238184	+	1056	74	307	263	243	316	529
SAOUHSC_00218	NC_007795.1	238186	238332	+	147	6	17	12	15	19	30
SAOUHSC_00219	NC_007795.1	238356	239399	+	1044	176	535	467	439	549	988
SAOUHSC_00220	NC_007795.1	239969	240643	+	675	1235	494	3810	2488	889	893
SAOUHSC_00221	NC_007795.1	240636	241661	+	1026	530	843	4411	3474	1275	1420
SAOUHSC_00222	NC_007795.1	241836	243377	+	1542	1166	1830	6922	4935	2160	2781
SAOUHSC_00223	NC_007795.1	243805	244974	+	1170	347	1140	2620	1672	1691	2045
SAOUHSC_00225	NC_007795.1	245250	245966	+	717	522	1914	3294	3057	2321	2878
SAOUHSC_00226	NC_007795.1	245959	246984	+	1026	1304	4756	9212	6412	5013	6519
SAOUHSC_00227	NC_007795.1	247006	248694	+	1689	2366	11807	20246	12785	11329	14985
SAOUHSC_00228	NC_007795.1	248727	250451	+	1725	6675	27074	32460	21428	26016	33040
SAOUHSC_00229	NC_007795.1	250591	251265	+	675	503	480	3801	1601	487	708
SAOUHSC_00230	NC_007795.1	251527	253266	+	1740	1083	662	7404	5245	840	991
SAOUHSC_00231	NC_007795.1	253269	254009	+	741	70	117	975	553	130	210
SAOUHSC_00232	NC_007795.1	254122	254565	+	444	177	119	2320	339	193	126
SAOUHSC_00233	NC_007795.1	254558	255259	+	702	1696	531	4927	1055	975	855
SAOUHSC_00234	NC_007795.1	255367	256071	-	705	64	913	994	790	1042	1348
SAOUHSC_00235	NC_007795.1	256220	257011	+	792	17	354	244	122	367	633
SAOUHSC_00236	NC_007795.1	257027	258463	+	1437	102	651	322	209	735	1028
SAOUHSC_00237	NC_007795.1	258896	259657	-	762	18	86	181	134	117	169
SAOUHSC_00238	NC_007795.1	259676	259810	+	135	2	28	14	12	15	38
SAOUHSC_00239	NC_007795.1	259908	260822	-	915	941	1237	3587	1819	2223	2470
SAOUHSC_00240	NC_007795.1	260850	261254	-	405	129	541	1676	708	913	976
SAOUHSC_00241	NC_007795.1	261269	262150	-	882	848	999	1744	1413	1780	1986
SAOUHSC_00242	NC_007795.1	262382	263380	-	999	554	589	2152	1757	811	889
SAOUHSC_00243	NC_007795.1	263531	263710	+	180	0	152	43	65	70	216
SAOUHSC_00244	NC_007795.1	263760	264152	+	393	16	867	409	310	555	946
SAOUHSC_00246	NC_007795.1	264825	266201	-	1377	137	1387	1257	1543	2206	2559
SAOUHSC_00247	NC_007795.1	266435	267427	+	993	122	520	745	481	602	801
SAOUHSC_00248	NC_007795.1	267753	268703	+	951	747	1230	1644	1142	1530	1714
SAOUHSC_00249	NC_007795.1	268755	269414	-	660	24	316	312	271	293	473
SAOUHSC_00250	NC_007795.1	269428	270348	-	921	14	274	288	223	223	374
SAOUHSC_00251	NC_007795.1	270345	271511	-	1167	7	99	122	123	85	139
SAOUHSC_00253	NC_007795.1	271579	273102	-	1524	32	1497	663	645	1071	1877
SAOUHSC_00254	NC_007795.1	273373	274026	+	654	3	71	57	79	60	86
SAOUHSC_00255	NC_007795.1	274060	274647	+	588	22	332	196	178	239	458
SAOUHSC_00256	NC_007795.1	274790	275683	-	894	412	1293	1199	976	1258	1748
SAOUHSC_00257	NC_007795.1	275931	276224	+	294	1722	2590	2991	2299	3753	4044
SAOUHSC_00258	NC_007795.1	276308	279337	+	3030	83	2586	1065	1000	2725	3565
SAOUHSC_00259	NC_007795.1	279337	279795	+	459	7	504	113	132	370	641
SAOUHSC_00260	NC_007795.1	279728	280009	+	282	0	11	7	6	12	12
SAOUHSC_00261	NC_007795.1	280022	281356	+	1335	5	135	124	101	115	213
SAOUHSC_00262	NC_007795.1	281378	285817	+	4440	116	922	727	716	835	1386
SAOUHSC_00264	NC_007795.1	285847	286239	+	393	11	71	79	68	57	104
SAOUHSC_00265	NC_007795.1	286255	286569	+	315	55	66	68	88	82	128
SAOUHSC_00266	NC_007795.1	286569	287243	+	675	16	133	131	104	110	206
SAOUHSC_00267	NC_007795.1	287243	287560	+	318	21	61	70	60	65	91
SAOUHSC_00268	NC_007795.1	287570	289414	+	1845	1448	1502	4226	2878	1656	2167
SAOUHSC_00269	NC_007795.1	289425	289916	+	492	502	1000	5183	3371	933	1397
SAOUHSC_00270	NC_007795.1	290124	290807	+	684	50	133	452	294	109	174
SAOUHSC_00271	NC_007795.1	290954	291565	+	612	29	54	353	208	67	126
SAOUHSC_00272	NC_007795.1	291701	291919	+	219	21	876	272	471	607	1332
SAOUHSC_00274	NC_007795.1	292051	292551	+	501	19	59	118	87	56	106
SAOUHSC_00275	NC_007795.1	292562	293062	+	501	32	113	300	175	112	136
SAOUHSC_00276	NC_007795.1	293073	293573	+	501	18	89	339	153	112	126
SAOUHSC_00277	NC_007795.1	293584	294084	+	501	40	78	293	139	99	114
SAOUHSC_00278	NC_007795.1	294095	294583	+	489	24	76	194	128	60	148
SAOUHSC_00279	NC_007795.1	295206	295580	+	375	52	1620	772	606	1266	1926
SAOUHSC_00280	NC_007795.1	295733	296131	+	399	199	2079	1029	882	1569	2646
SAOUHSC_00281	NC_007795.1	296347	297171	-	825	925	505	5209	2540	508	661
SAOUHSC_00282	NC_007795.1	297408	298685	-	1278	1710	4084	13473	12459	6250	9524
SAOUHSC_00284	NC_007795.1	299299	300189	+	891	41	353	421	342	303	550
SAOUHSC_00285	NC_007795.1	300438	301487	+	1050	1280	3082	10580	7478	4636	3841
SAOUHSC_00287	NC_007795.1	301500	302177	+	678	2826	2841	10358	6996	4050	3842
SAOUHSC_00289	NC_007795.1	302336	302476	-	141	0	8	1	2	11	11
SAOUHSC_00290	NC_007795.1	302466	303416	+	951	1206	3358	6278	4010	3303	4398
SAOUHSC_00291	NC_007795.1	303759	304877	+	1119	100	108	1067	427	179	217
SAOUHSC_00292	NC_007795.1	304852	305775	+	924	231	249	1270	541	317	401
SAOUHSC_00293	NC_007795.1	305786	307006	+	1221	150	495	1207	749	544	897
SAOUHSC_00294	NC_007795.1	307111	308643	-	1533	206	2413	1196	1731	3753	3641
SAOUHSC_00295	NC_007795.1	308683	309564	-	882	192	1336	1113	1538	2314	1839
SAOUHSC_00296	NC_007795.1	309722	310582	+	861	517	837	1773	1041	1062	1155
SAOUHSC_00297	NC_007795.1	310860	311660	-	801	682	678	3415	2292	952	1295
SAOUHSC_00298	NC_007795.1	311800	312468	+	669	276	1774	1240	1039	2282	2638
SAOUHSC_00299	NC_007795.1	312595	313908	-	1314	59	286	859	423	302	469
SAOUHSC_00300	NC_007795.1	314326	316398	+	2073	23472	51281	60164	44259	61902	71571
SAOUHSC_00301	NC_007795.1	316640	317467	-	828	307	887	1783	1492	912	1376
SAOUHSC_00302	NC_007795.1	317540	318739	-	1200	272	601	1462	1086	508	876
SAOUHSC_00303	NC_007795.1	318835	318927	+	93	5	31	68	38	24	45
SAOUHSC_00304	NC_007795.1	319041	320042	+	1002	110	222	520	420	292	447
SAOUHSC_00305	NC_007795.1	320076	320408	+	333	39	126	265	156	151	215
SAOUHSC_00306	NC_007795.1	320409	321209	+	801	76	254	406	362	354	465
SAOUHSC_00307	NC_007795.1	321199	322143	+	945	135	284	533	387	401	584
SAOUHSC_00308	NC_007795.1	322121	323143	+	1023	170	429	747	447	504	758
SAOUHSC_00309	NC_007795.1	323458	324483	+	1026	3309	2075	8932	8270	3242	3325
SAOUHSC_00310	NC_007795.1	324576	325922	-	1347	320	1571	1471	2075	2807	2257
SAOUHSC_00311	NC_007795.1	325937	326221	-	285	108	254	266	425	499	316
SAOUHSC_00312	NC_007795.1	326223	326666	-	444	87	378	404	736	833	566
SAOUHSC_00313	NC_007795.1	326671	328626	-	1956	521	1478	2324	5669	2976	1934
SAOUHSC_00314	NC_007795.1	328838	329257	+	420	513	5896	5000	4275	8069	10068
SAOUHSC_00315	NC_007795.1	329364	330719	+	1356	45	3108	575	580	4438	5410
SAOUHSC_00316	NC_007795.1	330823	331263	+	441	29	1375	401	350	1510	2112
SAOUHSC_00317	NC_007795.1	331346	332704	-	1359	1856	2641	9079	4054	3142	4184
SAOUHSC_00318	NC_007795.1	333012	333938	+	927	585	750	2476	1305	844	839
SAOUHSC_00319	NC_007795.1	333952	335013	+	1062	1459	2042	4356	2489	1981	2488
SAOUHSC_00320	NC_007795.1	335027	335593	+	567	308	1205	2022	1265	1237	1649
SAOUHSC_00322	NC_007795.1	335653	336648	-	996	114	182	596	691	227	307
SAOUHSC_00323	NC_007795.1	336647	337054	+	408	47	81	70	66	66	114
SAOUHSC_00324	NC_007795.1	337067	337612	+	546	1211	340	7529	2937	421	557
SAOUHSC_00325	NC_007795.1	337880	338734	+	855	29	167	584	232	154	284
